,pmid,annotators,article_type,trial_design,study_body,review_type,research_design_blinded,primary_endpoints,secondary_endpoints,int_allocation,int_primary_purpose,int_study_model,int_study_phase,obs_study_model,obs_time_perspective,study_population_age,study_population_dka,study_population_location,study_population_surgical,study_population_treatment_type,atypical_index_blood_pressure,atypical_index_cost,atypical_index_immunity,atypical_index_reproduction,atypical_index_tumor,study_type,therapeutic_area,diseases,drugs,proteins,adverse_effects,published_at,title,authors,link
48,30270567,Kornelia; Artur; Maciej,review,superiority,human,other; meta_analysis,open_label,,,randomized,treatment,parallel,,cohort,retrospective,adults,FALSE,italy,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,endocrinology; diabetes; cardilogy,dm2; t2dm,glp-1ra; glp-1ra/insulin and bp/bb; insulin,,,9/30/18,GLP-1 Receptor Agonist Added to Insulin versus Basal-plus or Basal-bolus Insulin Therapy in Type 2 Diabetes Mellitus. A Systematic Review and Meta-analysis.,Marco Castellana; Angelo Cignarelli; Francesco Brescia; Luigi Laviola; Francesco Giorgino,30270567
49,30270528,Kornelia; Artur; Maciej,review,equivalence,human,meta_analysis,open_label,,,randomized,treatment,parallel,,case_control,retrospective,adults,FALSE,japan,TRUE,outpatient; hospitalized,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,endocrinology; diabetes; surgery,obesity; dm2; t2dm,,,,9/30/18,Network meta-analysis of the relative efficacy of bariatric surgeries for diabetes remission.,S Kodama; K Fujihara; C Horikawa; M Harada; H Ishiguro; M Kaneko; K Furukawa; Y Matsubayashi; S Matsunaga; H Shimano; S Tanaka; K Kato; H Sone,30270528
50,30270447,Kornelia; Artur,observational_study,,,,,,,,,,,case_control,cross_sectional,adults,FALSE,iran,FALSE,outpatient; hospitalized,FALSE,FALSE,TRUE,FALSE,FALSE,human_study,diabetes; immunology,dm2; t2dm,,,,,Decreased regulatory function of CD4,Vida Sheikh; Alireza Zamani; Elham Mahabadi-Ashtiyani; Hanieh Tarokhian; Shiva Borzouei; Mahdi Alahgholi-Hajibehzad,30270447
51,30270426,Kornelia; Artur; Maciej,comment,equivalence,other,other,open_label,,,,basic_science,single_group,,other,other,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,other,diabetes; pharmacology,dm2,,,,9/30/18,Transporters in Drug Development: Scientific and Regulatory Considerations.,Lei Zhang; Shiew-Mei Huang; Kellie Reynolds; Rajanikanth Madabushi; Issam Zineh,30270426
52,30270278,Artur,interventional_study,,,,,,,,,,,,,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,diabetes,dm2,glp-1; dpp-4,,,,[The Beneficial Effects of Switching from Dipeptidyl Peptidase-4 Inhibitors to Dulaglutide on Plasma Glucose and Hemoglobin A1c Levels: A Case Report of Four Patients with Type 2 Diabetes].,Kenichiro Shimoda; Teruhiko Hoshino; Takafumi Morisaki; Kazunori Shiotsu; Yuji Mizuno,30270278
53,30270214,Artur,observational_study,,,,,,,,,,,cohort,cross_sectional,adults,FALSE,iran,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,diabetes,dm2,,,,8/11/18,"A Nonparametric Bootstrap Confidence Interval for the Prevalence of Undiagnosed Type 2 Diabetes Mellitus in Hamadan, West of Iran.",Elham Azizi; Shiva Borzouei; Ali Reza Soltanian,30270214
54,30270018,Kornelia; Artur; Maciej,observational_study,equivalence,in_vitro; silico,other,open_label,,,,screening,single_group,,other,other,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,other; human_study,endocrinology; diabetes; cardiology; genetics,; card; cad; dm2; t2dm,,,,9/9/18,Additional common variants associated with type 2 diabetes and coronary artery disease detected using a pleiotropic cFDR method.,Qiang Zhang; Hui-Min Liu; Wan-Qiang Lv; Jing-Yang He; Xin Xia; Wei-Dong Zhang; Hong-Wen Deng; Chang-Qing Sun,30270018
55,30269833,Kornelia; Artur,review,,,,,,,,,,,,,adults,FALSE,canada,FALSE,outpatient,FALSE,TRUE,FALSE,FALSE,FALSE,human_study,diabetes; cardiovascular,cvd; dm2; t2dm,sglt-2; glp-1 agonist; glp-1; sglt-2 inhibitors; metformin; dpp-4 inhibitor; meglitinides; sulfonylurea,,,7/19/18,Diabetes Mellitus and Cardiovascular Disease: An Evidence-Based Review of Provincial Formulary Coverage.,Shivraj S Riar; David Fitchett; Jeremy FitzGerald; Payam Dehghani,30269833
56,30269832,Kornelia; Artur,review,,,,,,,,,,,,,adults,FALSE,canada,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,human_study,diabetes; cardiovascular,cvd; acs; af; dm2; hf; dr; t2dm,,,,7/19/18,CardioDiabetes: Core Competencies for Cardiovascular Clinicians in a Rapidly Evolving Era of Type 2 Diabetes Management.,G B John Mancini; Alice Y Cheng; Kim Connelly; David Fitchett; Ronald Goldenberg; Shaun Goodman; Lawrence A Leiter; Eva Lonn; Breay Paty; Paul Poirier; James Stone; David Thompson; Subodh Verma; Vincent Woo; Jean-Francois Yale,30269832
57,30269815,Kornelia; Artur; Maciej,interventional_study,equivalence,animal,other,open_label,,,n_a; randomized,treatment,parallel,phase_4,cohort,prospective,adults,FALSE,,FALSE,inpatient,FALSE,FALSE,FALSE,FALSE,FALSE,animal_study,hepatology; diabetes; pharmacology; endocrinology,nafld; dm2,glp-1; liraglutide,,,9/27/18,Liraglutide protects non-alcoholic fatty liver disease via inhibiting NLRP3 inflammasome activation in a mouse model induced by high-fat diet.,Wei Zhu; Pan-Pan Feng; Kun He; Sheng-Wei Li; Jian-Ping Gong,30269815
58,30269491,Kornelia; Artur,observational_study,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,animal_study; other,diabetes,dm2,; o-orsellinaldehyde; ikk-2 inhibitors,,,10/1/18,ANTI-INFLAMMATORY AND PRO-APOPTOTIC PROPERTIES OF THE NATURAL COMPOUND O-ORSELLINALDEHYDE.,Sarah TomÃ¡s-HernÃ¡ndez; Santiago Garcia-VallvÃ©; Gerard Pujadas; Cristina Valls; MarÃ_a JosÃ© Ojeda-Montes; Aleix Gimeno; AdriÃ  CeretÃ_-MassaguÃ©; Joel Roca-MartÃ_nez; Manuel Suarez; Lluis Arola; Jordi Blanco; Miquel Mulero; Raul Beltran-DebÃ_n,30269491
59,30269467,Artur,interventional_study,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,other,diabetes,dm2,,,,,Antioxidant and anti-diabetic effects of Auricularia auricular polysaccharides and their degradation by artificial gastrointestinal digestion - Bioactivity of Auricularia auricular polysaccharides and their hydrolysates.,Aoxue Lu; Mengen Yu; Meng Shen; Zhiyu Fang; Yaoyao Xu; Shuang Wang; Yongjun Zhang; Weimin Wang,30269467
60,30269329,Artur,review,,,,,,,,,,,,,adults,FALSE,china,TRUE,hospitalized,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,diabetes,dm1,,,,,[Current status and perspective of bariatric surgery in the treatment of type 1 diabetes with obesity].,Lun Wang; Tao Jiang; Jinfa Wang,30269329
61,30269224,Kornelia; Artur; Maciej,observational_study,equivalence,human,other,open_label,,,,supportive_care,single_group,,cohort,retrospective,adults,FALSE,uk,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,endocrinology; diabetes,dm1; dm2; t2dm; t1dm,insulin,,,9/29/18,The Trend of High-Dose Insulin Usage Among Patients with Diabetes in the UK: A Retrospective Study.,Iskandar Idris; Xiaomei Peng; Xuanyao He; Dongju Liu; Elemer Balogh; Puneet Kaushik; Kate Van Brunt,30269224
62,30269064,Kornelia; Artur; Maciej,observational_study,equivalence,human,other,open_label,,,,screening,single_group,,cohort,prospective; retrospective,adults,FALSE,nanjing; changzhou; chengdu; china (shanghai; hefei; wuhan; china; nantong); shenzhen; beijing; suzhou; guangzhou,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,human_study,endocrinology; diabetes,obesity; dm2; dm,,,,9/28/18,Association of body mass index and age with incident diabetes in Chinese adults: a population-based cohort study.,Ying Chen; Xiao-Ping Zhang; Jie Yuan; Bo Cai; Xiao-Li Wang; Xiao-Li Wu; Yue-Hua Zhang; Xiao-Yi Zhang; Tong Yin; Xiao-Hui Zhu; Yun-Juan Gu; Shi-Wei Cui; Zhi-Qiang Lu; Xiao-Ying Li,30269064
63,30268840,Artur; Maciej,observational_study,equivalence,human,other,open_label,,,,supportive_care,single_group,,cohort,retrospective,adults,FALSE,italy,TRUE,hospitalized; outpatient_inpatient,TRUE,FALSE,FALSE,FALSE,FALSE,human_study,endocrinology; diabetes; surgery,dm2,,; osteopontin; osteopontin (opn),,9/27/18,Serum levels of osteopontin predict diabetes remission after bariatric surgery.,Federico Carbone; Gianfranco Adami; Luca Liberale; Aldo Bonaventura; Maria Bertolotto; Gabriella Andraghetti; Nicola Scopinaro; Giovanni Bruno Camerini; Franscesco Saverio Papadia; Renzo Cordera; Franco Dallegri; Fabrizio Montecucco,30268840
64,30268631,Kornelia; Artur; Maciej,observational_study,equivalence,human,other,open_label,,,,screening,single_group,,cohort,prospective,adults; elderly,FALSE,china; chadian of tianjin,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,; psychiatry; diabetes; endocrinology; cardiology; depression,depression; cvd; dm2; sarcopenia; t2dm,,,,9/26/18,Twelve-Month Incidence of Depressive Symptoms in Suburb-Dwelling Chinese Older Adults: Role of Sarcopenia.,Xiaoyu Chen; Junhui Guo; Peipei Han; Liyuan Fu; Liye Jia; Hairui Yu; Xing Yu; Lin Hou; Lu Wang; Wen Zhang; Kaijun Niu; Qi Guo,30268631
65,30268386,Kornelia; Artur,observational_study,,,,,,,,,,,cohort; case_control,cross_sectional,elderly,FALSE,brasil; brazil,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,diabetes; geriatrics,frailty; dm2; t2dm,,,,7/4/18,Frailty Status and Gait Parameters of Older Women With Type 2 Diabetes.,Renata Noce Kirkwood; Izabela Lara BorÃ©m; Rosana Ferreira Sampaio; Vivianne Kellen GonÃ§alves Ferreira; Jennifer Cristina de Almeida; SÃ¢mara BraganÃ§a Bastos GuimarÃ£es; Bruno de Souza Moreira,30268386
66,30268231,Artur,other,,,,,,,,,,,,,adults,FALSE,,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,diabetes,dm2,sglt-2; insulin; inhibits lipase; glp-1; alpha-glucosidase inhibitor; metformin; sulfonylureas; meglitinides; dpp-4,,,,"Erratum to ""Pharmacologic Glycemic Management of Type 2 Diabetes in Adults"": Canadian Journal of Diabetes 2018;42(S1):S88-S103.",Lorraine Lipscombe; Gillian Booth; Sonia Butalia; Kaberi Dasgupta; Dean T Eurich; Ronald Goldenberg; Nadia Khan; Lori MacCallum; Baiju R Shah; Scot Simpson,30268231
67,30268115,Kornelia; Artur; Maciej,review,equivalence,human,systematic_review,open_label,,,,other,single_group,,ecologic_community,retrospective,adults,FALSE,sub-saharan africa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,endocrinology; diabetes,dm2; t2dm,,,,9/29/18,Self-management of diabetes in Sub-Saharan Africa: a systematic review.,Victor Stephani; Daniel Opoku; David Beran,30268115
68,30267980,Kornelia; Artur; Maciej,observational_study,equivalence,human,other,open_label,,,nonrandomized,diagnostic,parallel,,case_only; case_control,cross_sectional; other,adults,FALSE,china; in the north of china; harbin; heilongjiang province,FALSE,outpatient; inpatient,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,diabetes; molecular biology,ipd; dm2; t2dm; isolated post-challenge diabetes (ipd),,n/a (only acids are relevant in this study),,9/4/18,Fasting serum Î±â€‘hydroxybutyrate and pyroglutamic acid as important metabolites for detecting isolated post-challenge diabetes based on organic acid profiles.,Jing Chou; Rui Liu; Jiaying Yu; Xiaowei Liu; Xinshu Zhao; Ying Li; Liyan Liu; Changhao Sun,30267980
69,30267825,Kornelia; Artur; Maciej,interventional_study,equivalence,animal,other,open_label,,,n_a; randomized,supportive_care,parallel,,case_control,prospective,,FALSE,,FALSE,inpatient,FALSE,FALSE,FALSE,FALSE,FALSE,animal_study,endocrinology; diabetes; nutrition science,dm2; t2dm,ppe-h; streptozocin; ppe,,,9/26/18,Preparation of the controlled acid hydrolysates from pumpkin polysaccharides and their antioxidant and antidiabetic evaluation.,Aoxue Lu; Mengen Yu; Zhiyu Fang; Bin Xiao; Li Guo; Weimin Wang; Jia Li; Shuang Wang; Yongjun Zhang,30267825
70,30267495,Artur,observational_study,,,,,,,,,,,,,adults,FALSE,ukraine,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,diabetes,dm2,,,,,Correlation between adipokines and mediators of non-specific inflammation in type 2 diabetic patients depending on the glycaemic control.,Alina Urbanovych; Galyna Suslyk,30267495
71,30267494,Artur,observational_study,,,,,,,,,parallel,,,,adults,FALSE,ukraine,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,diabetes,dm2,glimepiride; thiazolidinediones; metformin,,,,"The relationship between obesity, glycemia and leptin level of type 2 diabetes mellitus patients with metabolic syndrome.",Oksana V Marusyn,30267494
72,30267490,Artur,interventional_study,,,,,,,,,,,,,adults,FALSE,ukraine,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,diabetes,dm2,metformin; liraglutide,,,,Assessment of complex treatment influence on systemic inflammation in overweight type 2 diabetes patients.,Olena V Said; Valentyna I Velychko; Halyna O Danylchuk,30267490
73,30267371,Kornelia; Artur; Maciej,review,equivalence,human; other,narrative_review,open_label,,,n_a; randomized,supportive_care,single_group,,cohort,retrospective,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,other; human_study,endocrinology; diabetes; chinese medicine; ,; diabetic peripheral neuropathy (dpn); dm; dpn; dm2,,,,9/29/18,Strategies and Research Progress of Chinese Medicine in Prevention and Treatment of Diabetic Peripheral Neuropathy.,Dan Yang; Xiao-Chun Liang,30267371
74,30267224,Kornelia; Artur; Maciej,review,equivalence,human,narrative_review,open_label,,,,supportive_care,single_group,,cohort,prospective,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,endocrinology; diabetes; psychiatry; neurology,t2dm; executive dysfunction; ef dysfunction; dm2; depression,,,,9/28/18,"Diabetes, Depression, and Cognition: a Recursive Cycle of Cognitive Dysfunction and Glycemic Dysregulation.",Sheila Black; Kyle Kraemer; Avani Shah; Gaynell Simpson; Forrest Scogin; Annie Smith,30267224
75,30267180,Kornelia; Artur; Maciej,observational_study,equivalence,human,other,open_label,disease_death_occurence,disease_death_occurence,,supportive_care,single_group,,cohort,prospective,adults,TRUE,china; hong kong,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,human_study,diabetes; molecular biology; nephrology; endocrinology; cardiology,dkd; nephropathy; dm2; t2dm,,adipocyte fatty acid-binding protein; adipocyte fatty acid-binding protein (afabp),,9/28/18,Prospective associations of circulating adipocyte fatty acid-binding protein levels with risks of renal outcomes and mortality in type 2 diabetes.,Chi Ho Lee; Chloe Y Y Cheung; Yu Cho Woo; David T W Lui; Michele M A Yuen; Carol H Y Fong; Wing Sun Chow; Amin Xu; Karen S L Lam,30267180
76,30267179,Kornelia; Artur; Maciej,review,equivalence,human; other,narrative_review,,,,,supportive_care,parallel,,cohort,prospective,adults,FALSE,,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,other; human_study,; psychiatry; neurology; diabetes; endocrinology,obesity; depression.; dm2; mets,,,,9/28/18,Dynamics of adipose tissue turnover in human metabolic health and disease.,Ursula White; Eric Ravussin,30267179
77,30266947,Kornelia; Artur; Maciej,observational_study,equivalence,human; other,other,open_label,,,nonrandomized,basic_science,parallel,,case_control,cross_sectional; prospective,adults,FALSE,south_korea; korea,TRUE,outpatient; hospitalized,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,endocrinology; diabetes; molecular biology,; dm2; t2dm,,"and rab1a) for upregulated calcium and protein transport as representative mitochondrial and mam processes; of the deps; sort; respectively; and then confirmed their differential expression; ndufs3, cox2, calr, sort, rab1a; mitochondrial proteome of skeletal muscle; we selected two (ndufs3 and cox2) for downregulated oxidative phosphorylation and three (calr",,9/28/18,A mitochondrial proteome profile indicative of type 2 diabetes mellitus in skeletal muscles.,Sehyun Chae; Su-Jin Kim; Young Do Koo; Jung Hwa Lee; Hokeun Kim; Byung Yong Ahn; Yong-Chan Ha; Yong-Hak Kim; Mi Gyeong Jang; Kyung-Hoi Koo; Sung Hee Choi; Soo Lim; Young Joo Park; Hak Chul Jang; Daehee Hwang; Sang-Won Lee; Kyong Soo Park,30266947
78,30266729,Kornelia; Artur; Maciej,observational_study,equivalence,human,other,open_label,,,randomized,treatment; prevention,crossover; parallel,,case_only,cross_sectional,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,endocrinology; diabetes; molecular biology,obesity; dm2,,,,9/28/18,Metagenomic insights into resistant starch degradation by human gut microbiota.,Marius Vital; Adina Howe; Nathalie Bergeron; Ronald M Krauss; Janet K Jansson; James M Tiedje,30266729
79,30266680,Kornelia; Artur; Maciej,observational_study,equivalence,human; in_vitro,other,open_label,,,,supportive_care,single_group,,case_only,prospective,adults,FALSE,,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,other; human_study,endocrinology; diabetes; molecular biology,obesity; dm2,quercetin,quercetin,,9/25/18,Quercetin preserves redox status and stimulates mitochondrial function in metabolically-stressed HepG2 cells.,Michael J Houghton; Asimina Kerimi; Sarka Tumova; John P Boyle; Gary Williamson,30266680
80,30266577,Kornelia; Maciej,review,equivalence,human; other,narrative_review,open_label,,,,supportive_care,single_group,,cohort,retrospective,adults,FALSE,,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,other; human_study,; nephrology; endocrinology; hepatology; cardiology,dkd; cvd; dm; nafld; dm2,sglt2 inhibitors,,,9/25/18,Effects of SGLT2 inhibitors on systemic and tissue low-grade inflammation: the potential contribution to diabetes complications and cardiovascular disease.,Fabrice Bonnet; AndrÃ© J Scheen,30266577
81,30266575,Kornelia; Maciej,interventional_study,equivalence,human,other,double_blind,,,randomized,treatment; supportive_care,parallel,,case_control,prospective,adults,FALSE,mexico,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,human_study,endocrinology; diabetes; nutrition; ,; dm2; t2dm,,,,9/25/18,A dietary intervention with functional foods reduces metabolic endotoxaemia and attenuates biochemical abnormalities by modifying faecal microbiota in people with type 2 diabetes.,Isabel Medina Vera; MÃ_nica SÃ¡nchez Tapia; Lilia Noriega-LÃ_pez; Omar Granados-Portillo; Martha Guevara-Cruz; Adriana Flores-LÃ_pez; Azalia Avila-Nava; Maria Luz FernÃ¡ndez; Armando R Tovar; Nimbe Torres,30266575
82,30266532,Kornelia; Maciej,observational_study,equivalence,human,other,open_label,,,,screening,parallel,,case_control,cross_sectional; retrospective,adults,FALSE,mexico,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,human_study,endocrinology; obstetrics and gynecology; gynecology and obstetrics,eclampsia; preeclampsia; dm2,,,,9/25/18,Discriminatory Accuracy of Preeclampsia Risk Factors in a Primary Care.,Hid Felizardo Cordero-Franco; Ana MarÃ_a Salinas-MartÃ_nez; Tania Abigail GarcÃ_a-Alvarez; EloÃ_sa VerÃ_nica Maldonado-SÃ¡nchez; Francisco Javier GuzmÃ¡n-de la Garza; Alvaro Mathiew-QuirÃ_s,30266532
83,30266514,Kornelia; Maciej,observational_study,equivalence,human,other,open_label,,,,screening,single_group,,cohort,cross_sectional; prospective,adults,FALSE,australia.; australia; new south wales,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,human_study,endocrinology; diabetes,dm2d; t2dm,,,,9/25/18,Health related outcomes among people with type 2 diabetes by country of birth: Result from the 45 and Up Study.,Seyed Morteza Shamshirgaran; Louisa Jorm; Sanja Lujic; Hilary Bambrick,30266514
